$id$|$scode$|$sname$|$sname_full$|$stype_oilproduct$|$productasvcode$|$createdate$
$159$|$000251100074$|$Фр.62-85 АВТ+КПА$|$Фракция 62-85 оС АВТ и КПА$|$PFAB$|$251100074$|$2020-11-24 15:26:13.7333333$
$160$|$000251100075$|$Бензин стаб.АВТ+ФСБ$|$Бензин стабильный уст.АВТ и ФСБ$|$PFAB$|$251100075$|$2020-11-24 15:26:13.7333333$
$161$|$000251100076$|$Бензин нестаб.АВТ+КТ$|$Бензин нестабильный уст.АВТ и КТ$|$PFAB$|$251100076$|$2020-11-24 15:26:13.7333333$
$162$|$000251100077$|$Бензин кат. риформ. Л-35/11-1000$|$Бензин каталитического риформинга установки Л-35/11-1000 - компонент товарных бензинов$|$PFAB$|$251100077$|$2020-11-24 15:26:13.7333333$
$163$|$000251100078$|$Компонент бензина Омскфьюел$|$Компонент бензина технологического Омскфьюел$|$PFAB$|$251100078$|$2020-11-24 15:26:13.7333333$
$164$|$000251100079$|$Фр. 85-140 г/о С-200 КПА$|$Фракция 85-140 оС г/о С-200 КПА$|$REAG$|$251100079$|$2020-11-24 15:26:13.7333333$
$165$|$000251100080$|$Фр. 62-85оС (АВТ-10) - компонент$|$Фракция бензиновая прямогонная 62-85оС (АВТ-10) # компонент товарных бензинов$|$PFAB$|$251100080$|$2020-11-24 15:26:13.7333333$
$166$|$000251100081$|$Фр. бензин. стаб. НК-180 (ФСБ)$|$Фракция бензиновая прямогонная НК-180оС (ФСБ)$|$PFAB$|$251100081$|$2020-11-24 15:26:13.7333333$
$167$|$000251100082$|$Фр. 85-140 г/о с.200 КПА (рафинат)$|$Фракция 85-140оС г/о установки КПА с.200 (рафинат)$|$PFAB$|$251100082$|$2020-11-24 15:26:13.7333333$
$168$|$000251100083$|$Фр. 85-140 с.100 (рафинат)$|$Фракция 85-140 оС установки КПА с.100 (рафинат)$|$PFAB$|$251100083$|$2020-11-24 15:26:13.7333333$
$169$|$000251100084$|$Бензин нестаб. с.001 (в/б)$|$Бензин нестабильный с.001 (в/б) КТ-1/1$|$PFAB$|$251100084$|$2020-11-24 15:26:13.7333333$
$170$|$000251100085$|$Легкий платформат с.400 КПА (рафинат)$|$Легкий платформат установки КПА с.400 (рафинат)$|$PFAB$|$251100085$|$2020-11-24 15:26:13.7333333$
$171$|$000251100086$|$Платформат С-300 КПА - комп. тов. бенз.$|$Платформат С-300 КПА - компонент товарных бензинов$|$PFAB$|$251100086$|$2020-11-24 15:26:13.7333333$
$172$|$000251100087$|$Фр.140-180 АВТ-10(вариант ТС-1)$|$Фракция 140-180 оС АВТ-10(К-6) вариант производства топлива ТС-1$|$PFAB$|$251100087$|$2020-11-24 15:26:13.7333333$
$173$|$000251100088$|$Фр.140-180 АВТ-10(вар.ДТЗ,ДТА)$|$Фракция 140-180 оС АВТ-10 (К-6) вариант производства ДТ"Зимнее",ДТ"Арктическое"$|$PFAB$|$251100088$|$2020-11-24 15:26:13.7333333$
$174$|$000251100089$|$Фр. 85-185 ФСБ$|$Фракция бензиновая прямогонная 85-185оС установки ФСБ-сырье вторичных процессов$|$PFAB$|$251100089$|$2020-11-24 15:26:13.7333333$
$175$|$000251100090$|$Бензин нестаб. с.100$|$Бензин нестабильный с.100 КТ-1/1$|$PFAB$|$251100090$|$2020-11-24 15:26:13.7333333$
$176$|$000251100091$|$Фр. 140-180оС (К-6 АВТ-10)$|$Фракция 140-180оС (К-6 АВТ-10) - компонент сырья установок Л-35/11-600, Л-35/11-1000$|$PFAB$|$251100091$|$2020-11-24 15:26:13.7333333$
$177$|$000251100092$|$Комп.бензина прямогонного$|$Компонент бензина прямогонного(нафта)$|$PFAB$|$251100092$|$2020-11-24 15:26:13.7333333$
$178$|$000251100093$|$Фр. 85-140оС (АВТ-10)$|$Фракция бензиновая прямогонная 85-140оС (АВТ-10)$|$PFAB$|$251100093$|$2020-11-24 15:26:13.7333333$
$179$|$000251100094$|$Шир.фр-ция прямог.бензинов$|$Широкая фракция прямогонных бензинов$|$NPR$|$251100094$|$2020-11-24 15:26:13.7333333$
$180$|$000251100095$|$Сырье Л-35/11-1000$|$Смесь бензиновых фракций-сырье установки Л-35/11-1000$|$PFAB$|$251100095$|$2020-11-24 15:26:13.7333333$
$181$|$000251100096$|$Сырье Л-35/11-600$|$Смесь бензиновых фракций-сырье установки Л-35/11-600$|$PFAB$|$251100096$|$2020-11-24 15:26:13.7333333$
$182$|$000251100097$|$Сырье КПА$|$Смесь бензиновых фракций-сырье КПА$|$PFAB$|$251100097$|$2020-11-24 15:26:13.7333333$
$183$|$000251100098$|$Фракция бензиновая гидрооч.$|$Фракция бензиновая гидроочищенная$|$NPR$|$251100098$|$2020-11-24 15:26:13.7333333$
$184$|$000251100099$|$Фр. 85-180 АВТ-10$|$Фракция бензиновая прямогонная 85-180оС установки АВТ-10 - сырье вторичных процессов$|$PFAB$|$251100099$|$2020-11-24 15:26:13.7333333$
$185$|$000251100104$|$Бензин сернистый$|$Бензин сернистый (смесь бензинов АГФУ, 21-10/3М, Л-24, 43/103)$|$PFAB$|$251100104$|$2020-11-24 15:26:13.7333333$
$186$|$000251100105$|$Бензин г/о риформинга$|$Гидрогенизат стабильный установок 35/11-600 и 35/11-1000$|$PFAB$|$251100105$|$2020-11-24 15:26:13.7333333$
$187$|$000251100106$|$Бензин кат. крекинга С-300 КТ-1/1$|$Бензин каталитического крекинга секции С-300 установки КТ-1/1 - компонент товарных бензинов$|$PFAB$|$251100106$|$2020-11-24 15:26:13.7333333$
$188$|$000251100107$|$Бензин газовый С-100 43-103$|$Бензин газовый секции С-100 установки 43-103 - компонент товарных бензинов$|$PFAB$|$251100107$|$2020-11-24 15:26:13.7333333$
$189$|$000251100110$|$Фр.62-180 с.100 КПА$|$Фракция 62-180, кубовый продукт дегексанизатора 10ДТ-112, с.100 КПА$|$PFAB$|$251100110$|$2020-11-24 15:26:13.7333333$
$190$|$000251100111$|$Фр.62-140 с.100 КПА$|$Фракция 62-140, с.100 КПА$|$PFAB$|$251100111$|$2020-11-24 15:26:13.7333333$
$191$|$000251100120$|$Фр. 62-150$|$Фракция бензиновая прямогонная 62-150оС -сырье вторичных процессов$|$PFAB$|$251100120$|$2020-11-24 15:26:13.7333333$
$192$|$000251100122$|$Фр. бензиновая (43-103)$|$Фракция бензиновая (43-103)$|$PFAB$|$251100122$|$2020-11-24 15:26:13.7333333$
$193$|$000251100123$|$Сырье ГО БКК$|$Сырье ГО БКК - смесь сырьевого бензина кат. крекингов$|$PFAB$|$251100123$|$2020-11-24 15:26:13.7333333$
$194$|$000251100124$|$Бензин гидрирования легкий (БГЛ С-101)$|$Бензин гидрирования легкий (С-101)$|$PFAB$|$251100124$|$2020-11-24 15:26:13.7333333$
$195$|$000251100125$|$Бензин гидрирования тяжелый (БГТ С-101)$|$Бензин гидрирования тяжелый (С-101)$|$PFAB$|$251100125$|$2020-11-24 15:26:13.7333333$
$196$|$000251100126$|$Бензин кат. крекинга ГО БКК$|$Бензин каталитического крекинга гидроочищенный установки ГО БКК – компонент товарных бензинов$|$PFAB$|$251100126$|$2020-11-24 15:26:13.7333333$
$197$|$000251100127$|$Бензин гидроочищенный тяжелый (стаб.)$|$Бензин гидроочищенный тяжелый после стабилизации$|$PFAB$|$251100127$|$2020-11-24 15:26:13.7333333$
$198$|$000251100130$|$Фр. 80-180оС (ФСБ)$|$Фракция бензиновая прямогонная 80-180оС (ФСБ)$|$PFAB$|$251100130$|$2020-11-24 15:26:13.7333333$
$199$|$000251100132$|$Фр. 80-180оС (ФСБ)$|$Фракция бензиновая прямогонная 80-180оС (ФСБ)$|$PFAB$|$251100132$|$2020-11-24 15:26:13.7333333$
$200$|$000251100133$|$Бензин кат. риформ. (Л-35/11-1000)$|$Бензин каталитического риформинга (Л-35/11-1000) - компонент товарных бензинов$|$PFAB$|$251100133$|$2020-11-24 15:26:13.7333333$
$201$|$000251100134$|$Фр. бенз. нестаб. НК-180оС (ФСБ)$|$Фракция бензина нестабильная НК-180оС (ФСБ)$|$PFAB$|$251100134$|$2020-11-24 15:26:13.7333333$
$202$|$000251100135$|$Фр.80-180 С сырье на Л 35/11-300М$|$Фр.80-180 С сырье на Л 35/11-300М$|$PFAB$|$251100135$|$2020-11-24 15:26:13.7333333$
$203$|$000251100136$|$Бензин КК$|$Бензин каталитического крекинга (сырье для ГО БКК)$|$PFAB$|$251100136$|$2020-11-24 15:26:13.7333333$
$204$|$000251100137$|$Фр. НК-80, 80-180оС (АТ уст. Висбр.)$|$Бензин фр. НК-80, 80-180 С блока АТ уст-ки Висбрекинг$|$PFAB$|$251100137$|$2020-11-24 15:26:13.7333333$
$205$|$000251100138$|$Тяжелая бензиновая фракция с уст-ки ТАМЭ$|$Тяжелая бензиновая фракция с уст-ки ТАМЭ$|$PFAB$|$251100138$|$2020-11-24 15:26:13.7333333$
$206$|$000251100139$|$Компонет высокосерн.бензина кат.крекинга$|$Компонент высокосернистого бензина каталитического крекинга для специфических процессов переработки$|$PFAB$|$251100139$|$2020-11-24 15:26:13.7333333$
$207$|$000251100140$|$Бензин ВБ сырье на АВТ-3$|$Бензин ВБ сырье на АВТ-3$|$PFAB$|$251100140$|$2020-11-24 15:26:13.7333333$
$208$|$000251100141$|$Бензин ВБ сырье на блок АТ$|$Бензин ВБ сырье на блок АТ$|$PFAB$|$251100141$|$2020-11-24 15:26:13.7333333$
$209$|$000251100142$|$Фр. НК-85$|$Прямогонная нафта фр. НК-85 ЭЛОУ-АВТ-6$|$PFAB$|$251100142$|$2020-11-24 15:26:13.7333333$
$210$|$000251100143$|$Бензин НК-62 ЭЛОУ-АВТ-6, 22/4$|$Бензин НК-62 ЭЛОУ-АВТ-6, 22/4$|$PFAB$|$251100143$|$2020-11-24 15:26:13.7333333$
$211$|$000251100144$|$Бензин НК-62 с ЭЛОУ-АВТ-6$|$Бензин НК-62 с ЭЛОУ-АВТ-6$|$PFAB$|$251100144$|$2020-11-24 15:26:13.7333333$
$212$|$000251100145$|$Бензин фр. 62-85 ЭЛОУ-АВТ-6, 22/4$|$Бензин фр. 62-85 ЭЛОУ-АВТ-6, 22/4$|$PFAB$|$251100145$|$2020-11-24 15:26:13.7333333$
$213$|$000251100146$|$Бензин фр. 62-85 ЭЛОУ-АВТ-6$|$Бензин фр. 62-85 ЭЛОУ-АВТ-6$|$PFAB$|$251100146$|$2020-11-24 15:26:13.7333333$
$214$|$000251100147$|$Фракция 85-120$|$Фракция 85-120$|$PFAB$|$251100147$|$2020-11-24 15:26:13.7333333$
$215$|$000251100148$|$Фракция 120-180$|$Фракция 120-180$|$PFAB$|$251100148$|$2020-11-24 15:26:13.7333333$
$216$|$000251100149$|$Бензин фр.НК-180 с АВТ-3$|$Бензин фр.НК-180 с АВТ-3$|$PFAB$|$251100149$|$2020-11-24 15:26:13.7333333$
$217$|$000251100150$|$Фр. НК-80$|$Прямогонная нафта фр. НК-80 Установка 22/4$|$PFAB$|$251100150$|$2020-11-24 15:26:13.7333333$
$218$|$000251100151$|$Бензин фр. 80-180 Установка 22/4$|$Бензин фр. 80-180 Установка 22/4$|$PFAB$|$251100151$|$2020-11-24 15:26:13.7333333$
$219$|$000251100152$|$Газовый бензин ГФУ-2$|$Газовый бензин ГФУ-2$|$PFAB$|$251100152$|$2020-11-24 15:26:13.7333333$
$220$|$000251100153$|$Бензин ЛЧ-35/11-1000$|$Бензин ЛЧ-35/11-1000$|$PFAB$|$251100153$|$2020-11-24 15:26:13.7333333$
$221$|$000251100154$|$Бензин-отгон ЛЧ-24-2000$|$Бензин-отгон ЛЧ-24-2000$|$PFAB$|$251100154$|$2020-11-24 15:26:13.7333333$
$222$|$000251100155$|$Бензин-отгон Л-24/5(лев.бл.)$|$Бензин-отгон Л-24/5(лев.бл.)$|$PFAB$|$251100155$|$2020-11-24 15:26:13.7333333$
$223$|$000251100156$|$Фр.НК-180 сырьё установка 22/4$|$Фр.НК-180 сырьё установка 22/4$|$PFAB$|$251100156$|$2020-11-24 15:26:13.7333333$
$224$|$000251100157$|$Фр.120-180 С сырье на Л-35/11-1000$|$Фр.120-180 С сырье на Л-35/11-1000$|$PFAB$|$251100157$|$2020-11-24 15:26:13.7333333$
$225$|$000251100158$|$Фр.80-180 С сырье на Л-35/11-1000$|$Фр.80-180 С сырье на Л-35/11-1000$|$PFAB$|$251100158$|$2020-11-24 15:26:13.7333333$
$226$|$000251100159$|$Фр.85-120,120-180сырье на Л-35-11/300М$|$Фр.85-120 С, 120-180 сырье на Л-35-11/300М$|$PFAB$|$251100159$|$2020-11-24 15:26:13.7333333$
$227$|$000251100160$|$Фр. бензин. нестаб. НК-170оС (АВТ)$|$Фракция бензина нестабильного НК-170оС (АВТ-6,7,8, АТ-9) # сырье установки ФСБ$|$PFAB$|$251100160$|$2020-11-24 15:26:13.7333333$
$228$|$000251100162$|$Фр. бензин. нестаб. НК-195оС (АВТ)$|$Фракция бензина нестабильного НК-195оС (АВТ-6,7,8, АТ-9) # компонент товарных бензинов$|$PFAB$|$251100162$|$2020-11-24 15:26:13.7333333$
$229$|$000251100163$|$Фр. 85-140 г/о С-200 КПА$|$Фракция 85-140 оС г/о С-200 КПА$|$NPR$|$251100163$|$2020-11-24 15:26:13.7333333$
$230$|$000251100164$|$Изомеризат Изомалк-2$|$Изомеризат установки Изомалк-2$|$PFAB$|$251100164$|$2020-11-24 15:26:13.7333333$
$231$|$000251100165$|$Изомеризат легкий Изомалк-2$|$Изомеризат легкий (верхний продукт деизогексанизатора) Изомалк-2$|$PFAB$|$251100165$|$2020-11-24 15:26:13.7333333$
$232$|$000251100166$|$Изомеризат тяжелый Изомалк-2$|$Изомеризат тяжелый (нижний продукт деизогексанизатора) Изомалк-2$|$PFAB$|$251100166$|$2020-11-24 15:26:13.7333333$
$233$|$000251100167$|$Фр. 85-140 оС (С-100 КПА)$|$Фракция 85-140 оС установки С-100 КПА$|$NPR$|$251100167$|$2020-11-24 15:26:13.7333333$
$234$|$000251100170$|$Риформат Л-35/11-600$|$Объединённый лёгкий и тяжёлый риформат установки Л-35/11-600 - компонент товарных бензинов$|$PFAB$|$251100170$|$2020-11-24 15:26:13.7333333$
$235$|$000251100171$|$Фр. С7+ с уст. изомеризации фр. С5-С6$|$Фракция С7+ установки изомеризации фракции С5-С6$|$PFAB$|$251100171$|$2020-11-24 15:26:13.7333333$
$236$|$000251100172$|$Фр. бензина 85-150oС с установки ГК$|$Фракция бензина 85-150oС установки Гидрокрекинга$|$PFAB$|$251100172$|$2020-11-24 15:26:13.7333333$
